;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment Creation/Booking Date (Year);Shipment Creation/Booking Date (Year/Month);Shipment Creation/Booking Date (Day);Link to myKN Track;Invoice Numbers;KN Origin Reference;Shipment Tracking Number;HBL/HAWB/COMMREF;MAWB/OBL/MANIFEST#;ABO;Origin Office Location Code;Origin Office Country Code;Destination Office Location Code;Destination Office Country Code;Shipper Name;Shipper Street;Shipper ZIP Code;Shipper City;Shipper Country;Shipper Country / UN Code;Consignee Name;Consignee Street;Consignee ZIP Code;Consignee City;Consignee Country;Consignee Country / UN Code;Delivery Terms;Delivery Terms (Location);Mode of Transport;Shipment Type;Carrier Code (SCAC);Flight / Vessel;Departure;Departure (UN Code);Departure (Country UN Code);Destination;Destination (UN Code);Destination (Country UN Code);Container Movement Code;Container Types;Container Number(s);No of TEU;No of 20 ft;No of 40 ft;No of 40 ft HC;No of 45 ft;Volume (m3);Gross weight (kgs);Chargeable Weight (kgs);Packages;Spend in EUR;Spend per TEU;Spend per m3;Spend per kg;Spend per chargeable kg - Air only;Spend per package;Status 0100 / Booking date;Status 0300 / Ready at Supplier;Status 0500 / Pick up date;Status 1000 / Received at KN origin;Status 1065 / Container at CY;Status 1300 / Departure date;Status 1400 / Arrival date;Status 1405 Container Discharged (Sea) / Checked in Carrier (Air);Status 1600 / Customs clearance date;Status 2210 / Released to 3rd party;Status 3000 / Delivery date;Latest Process Name;Latest Sts Code of Latest Process;Latest Sts Name of Latest Process
2024;2024/12;02/12/2024;View in myKN Track;I25012202549;1000-0000-000.000;RWM004785422;0933625868316;;A240643;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FREDRIK UTTERBÄCK;BJÖRKMANSGATAN 14 ÖREBRO;702 86;ÖREBRO;SWEDEN;SE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Örebro;;SE;N/A;;;0;0;0;0;0;0,21;100,00;;1;108,02;;524,37;1,08;;108,02;;;;;;06/12/2024;10/12/2024;;;;16/12/2024;Delivered/Closed;3060;POD Available
2024;2024/12;03/12/2024;View in myKN Track;I24122204686;2220-8891-412.213-01;RWM004778149;;;DE ENTREGA: 24-495;ESBCN;ES;#####;##;ARIDS PER A LA INDUSTRIA I LA;CARRER DOMENECH I MONTANER 8 NAVE;08191;RUBI;SPAIN;ES;Wioeco Design S.L;Carrer De La Cierva 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Rubi;;ES;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;1,15;1.200,00;;1;85,75;;74,44;0,07;;85,75;;;04/12/2024;;;03/12/2024;;;;;05/12/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/12;09/12/2024;View in myKN Track;I24122204667;1000-0000-000.000;RWM004825329;0933625871371;;A240650;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SALON HOYRY OY;HORNINKATU 11B;24100;SALO;FINLAND;FI;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Salo;;FI;N/A;;;0;0;0;0;0;1,15;635,00;;1;296,95;;257,77;0,47;;296,95;;;;;;16/12/2024;15/12/2024;;;;17/12/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/12;10/12/2024;View in myKN Track;I24122204435;1000-0000-000.000;RWM004838907;;;A240656;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;NATTEC - WHOLESALE OF AQUARIUM;WROCŁAWSKA 33D;55-220;MILOSZYCE;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Miloszyce;;PL;N/A;;;0;0;0;0;0;1,44;800,00;;1;203,34;;141,21;0,25;;203,34;;;;;;14/12/2024;18/12/2024;;;;18/12/2024;Delivered/Closed;3060;POD Available
2024;2024/12;10/12/2024;View in myKN Track;I25012205291;1000-0000-000.000;RWM004838851;0933625872041;;A240657;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SEAHORSE AQUARIUMS LTD;22 IE UNIT 3, ST JOAN?S IND ES;DUBLIN22;DUBLIN 22;IRELAND;IE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Dublin 22;;IE;N/A;;;0;0;0;0;0;1,06;213,00;;1;224,18;;212,29;1,05;;224,18;;;;;;13/12/2024;20/12/2024;;;;23/12/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/12;16/12/2024;View in myKN Track;I24122204615;1000-0000-000.000;RWM004871223;0933625874933;;;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;INVITAL ROSTLINNA-AKVARIA.CZ;JASELSKÁ 2942/31;746 01;OPAVA;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Opava;;CZ;N/A;;;0;0;0;0;0;3,22;1.900,00;;2;485,06;;150,83;0,26;;242,53;;;;;;19/12/2024;20/12/2024;;;;07/01/2025;Delivered/Closed;3060;POD Available
2024;2024/12;17/12/2024;View in myKN Track;I25012206509;0101-7095-501.051-04;RWM004860206;2800004047920;;;DEBKB;DE;#####;##;E. A. EUROPEAN AQUARISTICS GMB;LUDWIG-ERHARD-STR. 38;28197;BREMEN;GERMANY;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;EXW;;Road;Road Shipment (house);;;Bremen;;DE;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;0,86;325,00;;1;127,45;;148,20;0,39;;127,45;;;03/01/2025;03/01/2025;;10/01/2025;10/01/2025;;;;16/01/2025;Delivered/Closed;3060;POD Available
2024;2024/12;18/12/2024;View in myKN Track;I25012206262;2220-7112-501.074-03;RWM004879058;;;SO240293;ESBCN;ES;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J & K AQUATICS - WHOLESALE AQUATIC;MARKET WAY;TA6 6DF;NORTH PETHERTON;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;North Petherton;;GB;N/A;;;0;0;0;0;0;8,59;4.584,00;;5;1.241,29;;144,47;0,27;;248,258;;;20/12/2024;20/12/2024;;14/01/2025;;;17/01/2025;;17/01/2025;Delivered/Closed;3060;POD Available
2024;2024/12;19/12/2024;View in myKN Track;I25012203338;2220-7166-501.051-01;RWM004889158;0933625875920;;A240675;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;ROCK AND ROOTS;LINDENSTRASSE 2;93164;LAABER;GERMANY;DE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Laaber;;DE;N/A;;;0;0;0;0;0;3,51;1.916,00;;2;402,42;;114,52;0,21;;201,21;;;23/12/2024;23/12/2024;;02/01/2025;;;;;08/01/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/01;02/01/2025;View in myKN Track;I25012203337;2220-8891-501.130-01;5014697571;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;Tecenvas S.L.;Camino Leñadores 1;30120;EL PALMAR;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;El Palmar;;ES;N/A;;;0;0;0;0;0;10,08;9.000,00;;6;750,00;;74,40;0,08;;125;02/01/2025;;03/01/2025;;;02/01/2025;;;;;07/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;02/01/2025;View in myKN Track;I25012205838;2220-8891-501.190-01;5014697694;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;WIO ECO;C/DE LA CIERVA 9,;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;1,68;1.500,00;;1;129,18;;76,89;0,09;;129,18;02/01/2025;;22/01/2025;;;02/01/2025;;;;;23/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;03/01/2025;View in myKN Track;I25012205911;1000-0000-000.000;RWM004902910;0933625878624;;A250685;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;PROFESSIONAL SUPPORT, S.R.O;JINONICKA 80;158 00;PRAGUE;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Prague;;CZ;N/A;;;0;0;0;0;0;1,10;325,00;;1;114,15;;103,40;0,35;;114,15;;;;;;09/01/2025;14/01/2025;;;;15/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;08/01/2025;View in myKN Track;I25012206263;2220-7084-501.056-03;RWM004928596;;;PHILIPPE CABIROL;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;PCJM CONCEPT - MOBILIÁRIO;RUA GENERAL HUMBERTO DELGADO 570;4765-089;OLIVEIRA SAO MATEUS;PORTUGAL;PT;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Oliveira Sao Mateus;;PT;N/A;;;0;0;0;0;0;5,95;2.946,00;;3;396,28;;66,58;0,13;;132,0933333;;;09/01/2025;09/01/2025;;13/01/2025;14/01/2025;;;;14/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;09/01/2025;View in myKN Track;I25012205169;2220-7185-501.064-01;RWM004936581;;;A250021;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DE WASE VIJVERWINKEL;HEIHOEKSTRAAT 223;9100;SINT-NIKLAAS;BELGIUM;BE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Sint-niklaas;;BE;N/A;;;0;0;0;0;0;1,63;1.100,00;;1;196,84;;120,61;0,18;;196,84;;;10/01/2025;10/01/2025;;11/01/2025;14/01/2025;;;;23/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;10/01/2025;View in myKN Track;I25012203336;2220-8891-501.144-01;5014764957;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;Tecenvas S.L.;Camino Leñadores 1;30120;EL PALMAR;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;El Palmar;;ES;N/A;;;0;0;0;0;0;10,08;9.000,00;;6;800,00;;79,37;0,09;;133,3333333;10/01/2025;;13/01/2025;;;12/01/2025;;;;;14/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;15/01/2025;View in myKN Track;I25012205839;2220-8891-501.194-01;5014810186;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;5,04;4.500,00;;3;400,00;;79,37;0,09;;133,3333333;15/01/2025;;15/01/2025;;;14/01/2025;;;;;24/01/2025;Delivered/Closed;3060;POD Available
2025;2025/01;23/01/2025;View in myKN Track;I25012206506;2220-8891-501.259-01;RWM005021546;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;Tecenvas S.L.;Camino Leñadores 1;30120;EL PALMAR;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;El Palmar;;ES;N/A;;;0;0;0;0;0;0,58;220,00;;1;79,33;;137,73;0,36;;79,33;;;24/01/2025;;;23/01/2025;;;;;28/01/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/01;31/01/2025;View in myKN Track;I25022201670;2220-7024-502.055-09;RWM005071495;;;A250051;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AZAQUA;LANGE BAAN 8 C;8331 LW;STEENWIJK;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Steenwijk;;NL;N/A;;;0;0;0;0;0;1,59;892,00;;1;200,32;;125,67;0,22;;200,32;;;04/02/2025;04/02/2025;;05/02/2025;06/02/2025;;;;07/02/2025;Delivered/Closed;3060;POD Available
2025;2025/01;31/01/2025;View in myKN Track;I25022201672;2220-7035-502.051-01;RWM005071919;0933625894127;;A250044;ESBCN;ES;DEBKB;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;E. A. EUROPEAN AQUARISTICS GMB;LUDWIG-ERHARD-STR. 38;28197;BREMEN;GERMANY;DE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bremen;;DE;N/A;;;0;0;0;0;0;3,34;1.920,00;;3;451,12;;135,03;0,23;;150,3733333;;;04/02/2025;04/02/2025;;05/02/2025;;;;;06/02/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/02;03/02/2025;View in myKN Track;I25022201671;1000-0000-000.000;RWM005081152;0933625894820;;A250058;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;HENNING JENSEN;BIRKEVANG 34;2640;HEDEHUSENE;DENMARK;DK;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Hedehusene;;DK;N/A;;;0;0;0;0;0;0,22;60,00;;1;70,84;;327,96;1,18;;70,84;;;;10/02/2025;;07/02/2025;07/02/2025;;;;10/02/2025;Delivered/Closed;3060;POD Available
2025;2025/02;11/02/2025;View in myKN Track;I25022206318;2220-7020-502.055-01;RWM005129681;0933625902569;;A250074;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;INVITAL ROSTLINNA-AKVARIA.CZ;JASELSKÁ 2942/31;746 01;OPAVA;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Opava;;CZ;N/A;;;0;0;0;0;0;3,17;1.700,00;;2;452,79;;142,93;0,27;;226,395;;;18/02/2025;18/02/2025;;20/02/2025;21/02/2025;;;;24/02/2025;Delivered/Closed;3060;POD Available
2025;2025/02;18/02/2025;View in myKN Track;I25032205268;2220-7080-502.067-02;RWM005171331;0933625902594;;A250088;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;P.W. HOBBY PIOTR MATUSZEWSKI;KOBYLARNIA 20A;86-061;KOBYLARNIA;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Kobylarnia;;PL;N/A;;;0;0;0;0;0;1,73;900,00;;1;244,54;;141,52;0,27;;244,54;;;20/02/2025;20/02/2025;;22/02/2025;24/02/2025;;;;24/02/2025;Delivered/Closed;3060;POD Available
2025;2025/02;18/02/2025;View in myKN Track;I25022206309;2220-7091-502.063-01;RWM005174149;0933625902591;;A250089;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AQUAART S.R.O;SLÁDKOVIČOVA 12 LIPANY 1;082 71;LIPANY;SLOVAKIA;SK;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Lipany;;SK;N/A;;;0;0;0;0;0;0,36;42,00;;1;117,02;;324,16;2,79;;117,02;;;20/02/2025;20/02/2025;;24/02/2025;21/02/2025;;;;25/02/2025;Delivered/Closed;3060;POD Available
2025;2025/02;21/02/2025;View in myKN Track;I25022206310;1000-0000-000.000;RWM005201031;;;A250098;NLRTM;NL;SKBTS;SK;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SÉBASTIEN BOZONE;19 RUE LASZLO BIRO ARCHAMPS;74160;ARCHAMPS;FRANCE;FR;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Archamps;;FR;N/A;;;0;0;0;0;0;0,19;12,00;;1;57,30;;298,44;4,78;;57,3;;;;;;25/02/2025;25/02/2025;;;;05/03/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/02;21/02/2025;View in myKN Track;I25022207049;1000-0000-000.000;RWM005201095;;;A250097;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;JOEY RELOUW;HEREMIET 1,;4814 SJ;BREDA;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Breda;;NL;N/A;;;0;0;0;0;0;0,78;70,00;;1;94,92;;121,69;1,36;;94,92;;;;;;26/02/2025;27/02/2025;;;;28/02/2025;Delivered/Closed;3060;POD Available
2025;2025/02;24/02/2025;View in myKN Track;I25032205313;1000-0000-000.000;RWM005210385;0933625907524;;A250105;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FRODE GRINDHAUG MELING;VOLLSOYKROKEN 3;4180;KVITSOEY;NORWAY;NO;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Kvitsoey;;NO;N/A;;;0;0;0;0;0;0,43;50,00;;1;198,70;;459,95;3,97;;198,7;;;;;;28/02/2025;05/03/2025;;11/03/2025;;12/03/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/02;25/02/2025;View in myKN Track;I25022207048;1000-0000-000.000;RWM005216509;;;A250109;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FRANK KOPER;KROMBOOMSVELD 20;2041 GE;ZANDVOORT;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Zandvoort;;NL;N/A;;;0;0;0;0;0;0,38;30,00;;1;77,13;;200,86;2,57;;77,13;;;;;;05/03/2025;04/03/2025;;;;05/03/2025;Delivered/Closed;3060;POD Available
2025;2025/03;06/03/2025;View in myKN Track;I25032208522;0101-7059-503.052-01;5015346436;2800004050646;;1003887681;DEBKB;DE;#####;##;BHS SPEDITION & LOGISTIK;LUDWIG-ERHARD-STR. 38;28197;BREMEN;GERMANY;DE;SEAHORSE AQUARIUMS LTD;22 IE UNIT 3, ST JOAN?S IND ES;DUBL22;DUBLIN 22;IRELAND;IE;DAP;;Road;Road Shipment (house);;;Bremen;;DE;Dublin 22;;IE;N/A;;;0;0;0;0;0;1,44;655,00;;1;314,54;;218,43;0,48;;314,54;06/03/2025;;21/03/2025;21/03/2025;;24/03/2025;31/03/2025;;;;01/04/2025;Delivered/Closed;3060;POD Available
2025;2025/03;07/03/2025;View in myKN Track;I25032208520;2220-7024-503.060-06;RWM005288933;;;SO250021;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SMULDERS B.V.;BURGEMEESTER VISSCHERSSTRAAT 128;6235 AA;ULESTRATEN;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Ulestraten;;NL;N/A;;;0;0;0;0;0;5,47;3.600,00;;2;601,08;;109,85;0,17;;300,54;;;;;;12/03/2025;13/03/2025;;;;14/03/2025;Delivered/Closed;3060;POD Available
2025;2025/03;17/03/2025;View in myKN Track;I25032205317;1000-0000-000.000;RWM005345654;;;A250145;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SMULDERS B.V.;BURGEMEESTER VISSCHERSSTRAAT 128;6235 EM;ULESTRATEN;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Ulestraten;;NL;N/A;;;0;0;0;0;0;3,65;200,00;;2;266,93;;73,17;1,33;;133,465;;;;;;19/03/2025;20/03/2025;;;;21/03/2025;Delivered/Closed;3060;POD Available
2025;2025/03;18/03/2025;View in myKN Track;I25032205312;1000-0000-000.000;RWM005353320;;;A250146;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AZAQUA;LANGE BAAN 8 C;8331 LW;STEENWIJK;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Steenwijk;;NL;N/A;;;0;0;0;0;0;0,20;40,00;;1;61,97;;314,57;1,55;;61,97;;;;;;27/03/2025;25/03/2025;;;;28/03/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/03;26/03/2025;View in myKN Track;I25042205046;2220-7112-504.051-03;RWM005403657;;;SO250014;ESBCN;ES;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J&K Aquatics Ltd.;Market Way;TA6 6DF;SOMERSET;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Somerset;;GB;N/A;;;0;0;0;0;0;7,30;3.400,00;;4;817,87;;112,10;0,24;;204,4675;03/04/2025;;26/03/2025;26/03/2025;;01/04/2025;;;03/04/2025;;07/04/2025;Delivered/Closed;3060;POD Available
2025;2025/03;28/03/2025;View in myKN Track;I25042202019;2220-7024-504.054-02;RWM005428106;0933625926042;;A250161;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;MARK-JAN FIOOLE;GERARD DOULAAN 84 AMSTELVEEN;1181 VT;AMSTELVEEN;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Amstelveen;;NL;N/A;;;0;0;0;0;0;0,48;300,00;;1;168,39;;350,81;0,56;;168,39;;;01/04/2025;01/04/2025;;03/04/2025;04/04/2025;;;;08/04/2025;Delivered/Closed;3060;POD Available
2025;2025/03;28/03/2025;View in myKN Track;I25042206350;2220-7080-504.051-01;RWM005429617;0933625925150;;A250162;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;P.W. HOBBY PIOTR MATUSZEWSKI;KOBYLARNIA 20A;86-061;KOBYLARNIA;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Kobylarnia;;PL;N/A;;;0;0;0;0;0;0,96;414,00;;1;177,52;;184,92;0,43;;177,52;;;01/04/2025;01/04/2025;;02/04/2025;04/04/2025;;;;04/04/2025;Delivered/Closed;3060;POD Available
2025;2025/03;31/03/2025;View in myKN Track;I25042206348;1000-0000-000.000;RWM005438023;0933625926748;;A250164;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;MACRANDA SRL;STRADA LIVEZII 63;400139;CLUJ-NAPOCA;ROMANIA;RO;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Cluj-napoca;;RO;N/A;;;0;0;0;0;0;0,29;25,00;;1;89,12;;309,44;3,56;;89,12;;;;;;04/04/2025;09/04/2025;;;;09/04/2025;Delivered/Closed;3060;POD Available
2025;2025/03;31/03/2025;View in myKN Track;I25042206349;1000-0000-000.000;RWM005436458;0933625926052;;A250163;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;STEPHEN ROOTE;1 DUN NA RI, SWORDS ROAD MALAH;DUBLIN;DUBLIN;IRELAND;IE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Dublin;;IE;N/A;;;0;0;0;0;0;0,26;60,00;;1;73,35;;277,84;1,22;;73,35;;;;;;03/04/2025;08/04/2025;;;;09/04/2025;Delivered/Closed;3000;Delivered to Consignee OK
2025;2025/04;03/04/2025;View in myKN Track;I25042206355;1000-0000-000.000;RWM005460963;;;A250166;NLRTM;NL;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J&K Aquatics Ltd.;Market Way;TA6 6DF;BRIDGWATER;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bridgwater;;GB;N/A;;;0;0;0;0;0;0,91;430,00;;1;264,57;;290,10;0,62;;264,57;;;09/04/2025;;;09/04/2025;04/04/2025;;10/04/2025;;11/04/2025;Delivered/Closed;3060;POD Available
2025;2025/04;07/04/2025;View in myKN Track;I25042203718;1000-0000-000.000;RWM005488271;0933625929991;;A250173;NLRTM;NL;DEBKB;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;E. A. EUROPEAN AQUARISTICS GMB;LUDWIG-ERHARD-STR. 38;28197;BREMEN;GERMANY;DE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bremen;;DE;N/A;;;0;0;0;0;0;2,14;1.390,00;;2;315,78;;147,49;0,23;;157,89;;;;;;10/04/2025;07/04/2025;;;;;Delivered/Closed;3060;POD Available
2025;2025/04;08/04/2025;View in myKN Track;"I25042203717; I25052204287";1000-0000-000.000;RWM005494008;;;A250176;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FRANK KOPER;KROMBOOMSVELD 20;2041 GE;ZANDVOORT;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Zandvoort;;NL;N/A;;;0;0;0;0;0;0,29;43,00;;1;76,97;;267,26;1,79;;76,97;;;;;;12/04/2025;15/04/2025;;;;16/04/2025;Delivered/Closed;3060;POD Available
